stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_rev_allcount_battere14_k500,2024,catboost_outcome,0.2476125844666028,878.4153100452552,3.317337674044601e-05,-1.3973358285679403e-05,7.839255286814797e-05,False
