stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_rev_allcount_Fexpert,2024,catboost_outcome,0.25004616082195663,0.0,0.0024667497320942744,0.0019466793470574737,0.0030148022022646027,False
