stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_cat_reg_drop_pitcherid_e14k500,2024,catboost,0.24785714406577858,780.515863320197,0.00010454836888647218,5.377450586264368e-05,0.00015921243097624034,False
