stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_numeric_cat_nocurrent_tmctx_seed42,2022,catboost_numeric,0.24333600558142668,2338.865780973298,0.0,0.0,0.0,False
v4_numeric_cat_nocurrent_tmctx_seed42,2023,catboost_numeric,0.25310670477521446,0.0,0.0,0.0,0.0,False
v4_numeric_cat_nocurrent_tmctx_seed42,2024,catboost_numeric,0.2479074205860361,760.3897119319081,0.0,0.0,0.0,False
