stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_rev_e14multi_support2223,2022,catboost_outcome,0.24308460665646503,2439.7629091830518,0.0,0.0,0.0,False
v3_outcome_rev_e14multi_support2223,2023,catboost_outcome,0.25284709034202246,0.0,0.0,0.0,0.0,False
