stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v5_tabm_pitch_gated_source2020,2020,tabm_pitch_gated,0.24790498740269368,411.74535002198587,0.0,0.0,0.0,False
