stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_batter80_middle20,2024,catboost_outcome,0.2475477843147287,904.3554041472835,2.5918845024164396e-05,-1.1915992652915837e-05,6.509723608933419e-05,False
