stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_leaf_refit_global,2024,catboost_leaf_refit,0.2499030780648996,0.0,0.0024063907612264655,0.0019261968058212787,0.0029536833503827193,False
