stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_outcome_c_trackman_repertoire_backtest,2022,catboost_outcome,0.24306464624985488,2447.773873053205,-2.7691190969090194e-05,-8.159491375327395e-05,1.2795940059296455e-05,False
v4_outcome_c_trackman_repertoire_backtest,2023,catboost_outcome,0.2520473141500142,0.0,-9.592905087782232e-05,-0.00015279003427827892,-4.0733765657038494e-05,True
