stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_current_state_binary_tuned_backtest,2022,catboost,0.24319171617158528,2396.775285106223,0.0,0.0,0.0,False
v4_current_state_binary_tuned_backtest,2023,catboost,0.25167151434385443,0.0,0.0,0.0,0.0,False
