stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v5_expanded_auto_pitch_joint_source2021,2021,catboost_auto_pitch_joint,0.24570192464029897,1295.4627808400287,0.0,0.0,0.0,False
