stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v5_hierarchical_failure_chain_source,2020,catboost_failure_chain,0.24986147504944242,0.0,0.0,0.0,0.0,False
v5_hierarchical_failure_chain_source,2021,catboost_failure_chain,0.24562409808380475,1326.7276325637956,0.0,0.0,0.0,False
