stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_cat_reg_drop_batterid_collinear,2024,catboost,0.2478720453411666,774.5507463470691,5.614212836480219e-05,1.606616930123693e-05,9.9681251451779e-05,False
