stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_realmlp_r_outcome_oof,2022,realmlp_outcome,0.2504476021421987,0.0,0.0,0.0,0.0,False
v4_realmlp_r_outcome_oof,2023,realmlp_outcome,0.25006150709063624,0.0,0.0,0.0,0.0,False
