stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_outcome_c_trackman_stability_backtest,2022,catboost_outcome,0.24307361992815876,2444.172352599305,-1.8717512665237472e-05,-6.039547152303497e-05,2.0667152579149348e-05,False
v4_outcome_c_trackman_stability_backtest,2023,catboost_outcome,0.2520554218416523,0.0,-8.782135923967856e-05,-0.00015306030252084312,-6.847765856221844e-06,True
