stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_cat_reg_drop_pitcherid_kp50_kpl100,2024,catboost,0.24776538300889683,817.2486545494406,1.278731200463461e-05,-1.1824362466729803e-05,3.824623845019476e-05,False
