stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_outcome_success_call,2024,catboost_outcome,0.2475415769473078,906.8402701602141,4.4889643634687516e-05,-9.457488116582965e-06,9.711766504162497e-05,False
