stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v4_outcome_a_current_full_backtest,2022,catboost_outcome,0.24309434323353069,2435.8552048654337,-8.170628385939496e-07,-5.311794826380195e-05,3.5780151199134064e-05,False
v4_outcome_a_current_full_backtest,2023,catboost_outcome,0.2522238362766755,0.0,1.458308128594729e-05,-4.628121855424847e-05,8.686649052125532e-05,False
