stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v5_dense_pitch_joint_source2020,2020,catboost_dense_pitch_joint,0.24808247795567734,340.44394308502257,0.0,0.0,0.0,False
