stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_trackmanrich_overall_e14k80_batter80_middle100,2024,catboost_outcome,0.24752737161963576,912.5267928905778,3.068431596264199e-05,-2.671332056993802e-06,6.304868007908773e-05,False
