validation_season,rank,strategy,protocol,family,calibration,n,target_rate,prediction_mean,prediction_std,brier,reference_brier,raw_skill,competition_score,log_loss,roc_auc,linear_weight
2023,37,refit__hgb__affine_brier,refit,hgb,affine_brier,245525,0.49995723449750534,0.5182585367533081,0.06864436570450813,0.25364362623659403,0.24999999817111176,-0.014574512368549675,0.0,0.7011152068184168,0.5235042504884329,
2023,38,frozen__ensemble__members_isotonic,frozen,ensemble,members_isotonic,245525,0.49995723449750534,0.5199672857231932,0.06619065718206882,0.25370648981348287,0.24999999817111176,-0.014825966677944669,0.0,0.7012520364260301,0.5242351764054463,0.07363776297323399
2023,39,refit__hgb__raw,refit,hgb,none,245525,0.49995723449750534,0.5217856670414783,0.06833239081676085,0.25374881371480185,0.24999999817111176,-0.01499526228445891,0.0,0.7013661693654213,0.5235042504884329,
2023,40,refit__ensemble__members_isotonic,refit,ensemble,members_isotonic,245525,0.49995723449750534,0.5188840046686282,0.06981782751855407,0.2539868357748859,0.24999999817111176,-0.015947350531760218,0.0,0.7018959092203991,0.5245202562681021,0.07363776297323399
2023,41,frozen__ensemble__post_isotonic,frozen,ensemble,post_isotonic,245525,0.49995723449750534,0.5206790112013153,0.06893377539611503,0.25414821977049296,0.24999999817111176,-0.016592886518910888,0.0,0.7022826610560259,0.5232160488255634,0.032980935822225624
2023,42,frozen__hgb__isotonic,frozen,hgb,isotonic,245525,0.49995723449750534,0.5209136379631265,0.06902351235436763,0.25421304705739245,0.24999999817111176,-0.01685219566840579,0.0,0.702420406560259,0.5229539144847778,
2023,43,refit__ensemble__post_isotonic,refit,ensemble,post_isotonic,245525,0.49995723449750534,0.519246420466979,0.07269410757947085,0.25445160795605537,0.24999999817111176,-0.017806439270038332,0.0,0.7030365201231591,0.5236125134714462,0.032980935822225624
2023,44,refit__hgb__isotonic,refit,hgb,isotonic,245525,0.49995723449750534,0.5193506886337071,0.07275748495401654,0.2544991811374064,0.24999999817111176,-0.017996731996834603,0.0,0.7030839546655244,0.5234558898069402,
2024,1,refit__hgb__raw,refit,hgb,none,253507,0.4861049201797189,0.4967986428838593,0.04101184443611262,0.24834399919396818,0.24980692675678798,0.0058562329788560685,585.6232978856068,0.6898256989005478,0.5444404132830512,
2024,2,refit__hgb__logit_intercept,refit,hgb,logit_intercept,253507,0.4861049201797189,0.47470719562108254,0.04095117330373522,0.2483587076538939,0.24980692675678798,0.005797353667074567,579.7353667074567,0.6898574578305693,0.5444404132830512,
