stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_successcount_e14k50_batter80_middle100,2024,catboost_outcome,0.24770511734451223,841.3735517918908,-1.9186918059399683e-05,-7.442998561941894e-05,4.454805400446023e-05,False
