stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_i400_d7_l3,2024,catboost_outcome,0.24763325468942948,870.1408305922475,2.7640334449324775e-05,-1.8030196701542785e-05,6.810106466644224e-05,False
