stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_rev_i300_d6_l12,2024,catboost_outcome,0.24759219004926314,886.5793820365564,2.8852888470724014e-06,-1.521470525059478e-05,2.4324698106683446e-05,False
