stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_outcome_rev_count_typecount,2024,catboost_outcome,0.24761762451941308,876.3977307588489,3.103476716417101e-05,-6.0169201626139405e-06,6.723442949654534e-05,False
