stage,validation_season,model,brier,competition_score,delta_vs_baseline,ci_low,ci_high,significant
v3_cat_reg_drop_pitcherid_importance,2024,catboost,0.24775292271956603,822.2366224543198,3.2702267389460643e-07,-2.3159068194673064e-07,1.0005576287223322e-06,False
